NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,
Einstar Vega 3D Scanner Handheld - 32GB RAM 512GB SSD 6.4 inch 3D Scanner for 3D Printing with 8-core 2.4GHz CPU 2K AMOLED Built-in Computing VCSEL/MEMS Projector Shining 3D Digital Cloud,NA,4.0 out of 5 stars,72 ratings,Only 13 left in stock - order soon.,
